source_file,signal_date,field_path,component,status,evidence_level,ok,source,vendor,rows,cutoff_date,retrieved_at,temporal_rule,warning,evidence,time_evidence_count
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/audit_reports/audit_002230_2025-12-31.json,2025-12-31,input_state.skip_analysts.social,social,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,empty; evidence audit failed; usable_evidence_rows=0; only EastMoney Guba/Xueqiu public discussion rows count as social evidence,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-03.md,2025-10-03,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 216 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-03.md,2025-10-03,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 216 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-03.md,2025-10-03,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 216 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-03.md,2025-10-03,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-03.md,2025-10-03,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 216 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-10.md,2025-10-10,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 218 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-10.md,2025-10-10,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 218 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-10.md,2025-10-10,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 218 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-10.md,2025-10-10,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-10.md,2025-10-10,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 218 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-17.md,2025-10-17,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 223 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-17.md,2025-10-17,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 223 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-17.md,2025-10-17,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 223 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-17.md,2025-10-17,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-17.md,2025-10-17,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 223 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-24.md,2025-10-24,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 228 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-24.md,2025-10-24,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 228 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-24.md,2025-10-24,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 228 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-24.md,2025-10-24,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-24.md,2025-10-24,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 228 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-31.md,2025-10-31,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 233 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-31.md,2025-10-31,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 233 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-31.md,2025-10-31,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 233 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-31.md,2025-10-31,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-10-31.md,2025-10-31,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 233 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-07.md,2025-11-07,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 238 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-07.md,2025-11-07,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 238 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-07.md,2025-11-07,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 238 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-07.md,2025-11-07,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-07.md,2025-11-07,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 238 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-14.md,2025-11-14,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 243 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-14.md,2025-11-14,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 243 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-14.md,2025-11-14,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 243 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-14.md,2025-11-14,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-14.md,2025-11-14,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 243 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-21.md,2025-11-21,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 248 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-21.md,2025-11-21,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 248 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-21.md,2025-11-21,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 248 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-21.md,2025-11-21,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-21.md,2025-11-21,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 248 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-28.md,2025-11-28,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 253 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-28.md,2025-11-28,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 253 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-28.md,2025-11-28,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 253 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-28.md,2025-11-28,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-11-28.md,2025-11-28,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 253 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-05.md,2025-12-05,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 258 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-05.md,2025-12-05,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 258 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-05.md,2025-12-05,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 258 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-05.md,2025-12-05,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-05.md,2025-12-05,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 258 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-12.md,2025-12-12,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 263 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-12.md,2025-12-12,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 263 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-12.md,2025-12-12,report,market,inferred,artifact_text_mention,,EastMoney,东方财富,,,,,Source inferred from final artifact text; not a tool-call log.,用 | BaoStock / AKShare 本地行情缓存 | 263 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-12.md,2025-12-12,report,market,inferred,artifact_text_mention,,CNInfo,巨潮资讯|CNInfo,,,,,Source inferred from final artifact text; not a tool-call log.,条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财富个股新闻 + CNInfo公告（14日窗口） |,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-12.md,2025-12-12,report,market,inferred,artifact_text_mention,,Sina,新浪|Sina,,,,,Source inferred from final artifact text; not a tool-call log.,k / AKShare 本地行情缓存 | 263 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + BaoStock财务指标 + CNInfo公告 | 60 条可用证据 | | 新闻分析师 | 跳过 | 东方财,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-19.md,2025-12-19,report,market,inferred,artifact_text_mention,,AkShare,AkShare,,,,,Source inferred from final artifact text; not a tool-call log.,据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 268 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + Sina财报 + Ba,0
/Users/bakii/tradingagents 汇报/tradingagents_bundle/outputs/runs/iflytek_weekly_2025q4_range/reports/report_002230_2025-12-19.md,2025-12-19,report,market,inferred,artifact_text_mention,,BaoStock,BaoStock,,,,,Source inferred from final artifact text; not a tool-call log.,天使用的数据源 | 证据覆盖 | | --- | --- | --- | --- | | 市场技术分析师 | 启用 | BaoStock / AKShare 本地行情缓存 | 268 条可用证据 | | 基本面分析师 | 启用 | 东方财富公司资料 + S,0
